timestamp,container,cpu_perc,mem_usage,net_io,block_io
1784306368.584806,stream-state-bench-flink-kafka,1.03%,464.6MiB / 31.28GiB,5.2MB / 5.33MB,0B / 30.7MB
1784306384.607271,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784306384.607271,stream-state-bench-flink-kafka,14.32%,467.9MiB / 31.28GiB,5.26MB / 5.4MB,0B / 31.1MB
1784306400.8540087,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784306400.8540087,stream-state-bench-flink-kafka,1.38%,474.6MiB / 31.28GiB,5.33MB / 5.46MB,0B / 31.5MB
1784306416.8753145,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784306416.8753145,stream-state-bench-flink-kafka,252.27%,558.6MiB / 31.28GiB,5.39MB / 5.53MB,0B / 31.8MB
1784306432.8975658,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784306432.8975658,stream-state-bench-flink-kafka,0.96%,478.7MiB / 31.28GiB,5.45MB / 5.59MB,0B / 32.2MB
1784306448.922886,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784306448.922886,stream-state-bench-flink-kafka,1.00%,482.2MiB / 31.28GiB,5.52MB / 5.66MB,0B / 32.5MB
1784306465.1785944,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784306465.1785944,stream-state-bench-flink-kafka,2.82%,486.2MiB / 31.28GiB,5.58MB / 5.73MB,0B / 33MB
1784306481.2036202,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784306481.2036202,stream-state-bench-flink-kafka,1.17%,489.6MiB / 31.28GiB,5.65MB / 5.79MB,0B / 33.3MB
1784306497.2232525,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784306497.2232525,stream-state-bench-flink-kafka,289.88%,589.7MiB / 31.28GiB,5.71MB / 5.86MB,0B / 33.6MB
1784306513.2486827,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784306513.2486827,stream-state-bench-flink-kafka,0.97%,496.4MiB / 31.28GiB,5.78MB / 5.93MB,0B / 34MB
1784306529.2734344,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784306529.2734344,stream-state-bench-flink-kafka,0.94%,499.8MiB / 31.28GiB,5.84MB / 5.99MB,0B / 34.4MB
1784306545.2973902,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784306545.2973902,stream-state-bench-flink-kafka,3.47%,503.5MiB / 31.28GiB,5.91MB / 6.06MB,0B / 34.8MB
1784306561.3211656,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784306561.3211656,stream-state-bench-flink-kafka,2.75%,508.7MiB / 31.28GiB,5.97MB / 6.13MB,0B / 35.1MB
1784306577.5532978,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784306577.5532978,stream-state-bench-flink-kafka,281.00%,594.3MiB / 31.28GiB,6.04MB / 6.19MB,0B / 35.5MB
1784306593.5773604,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784306593.5773604,stream-state-bench-flink-kafka,1.03%,514.3MiB / 31.28GiB,6.1MB / 6.26MB,0B / 35.9MB
1784306609.6033537,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784306609.6033537,stream-state-bench-flink-kafka,0.93%,517.8MiB / 31.28GiB,6.16MB / 6.32MB,0B / 36.2MB
1784306625.624903,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784306625.624903,stream-state-bench-flink-kafka,3.34%,521.7MiB / 31.28GiB,6.23MB / 6.39MB,0B / 36.6MB
1784306641.872315,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784306641.872315,stream-state-bench-flink-kafka,1.22%,525.5MiB / 31.28GiB,6.29MB / 6.46MB,0B / 37MB
1784306657.8908834,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784306657.8908834,stream-state-bench-flink-kafka,279.89%,621.8MiB / 31.28GiB,6.36MB / 6.52MB,0B / 37.3MB
1784306673.9142509,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784306673.9142509,stream-state-bench-flink-kafka,1.12%,532.5MiB / 31.28GiB,6.42MB / 6.59MB,0B / 37.7MB
1784306689.9376764,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784306689.9376764,stream-state-bench-flink-kafka,1.14%,536.3MiB / 31.28GiB,6.49MB / 6.66MB,0B / 38.1MB
1784306705.9573925,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784306705.9573925,stream-state-bench-flink-kafka,2.93%,539.9MiB / 31.28GiB,6.55MB / 6.72MB,0B / 38.5MB
1784306721.9816601,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784306721.9816601,stream-state-bench-flink-kafka,1.14%,543.5MiB / 31.28GiB,6.62MB / 6.79MB,0B / 38.8MB
1784306738.0060315,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784306738.0060315,stream-state-bench-flink-kafka,294.45%,643.9MiB / 31.28GiB,6.68MB / 6.86MB,0B / 39.1MB
1784306754.2320874,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784306754.2320874,stream-state-bench-flink-kafka,1.00%,551.1MiB / 31.28GiB,6.75MB / 6.92MB,0B / 39.5MB
1784306770.2529218,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784306770.2529218,stream-state-bench-flink-kafka,1.29%,556.9MiB / 31.28GiB,6.81MB / 6.99MB,0B / 39.9MB
1784306786.276993,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784306786.276993,stream-state-bench-flink-kafka,1.14%,558.7MiB / 31.28GiB,6.87MB / 7.05MB,0B / 40.3MB
1784306802.3044152,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784306802.3044152,stream-state-bench-flink-kafka,1.13%,561.3MiB / 31.28GiB,6.94MB / 7.12MB,0B / 40.6MB
1784306818.5891275,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784306818.5891275,stream-state-bench-flink-kafka,236.04%,662.8MiB / 31.28GiB,7MB / 7.19MB,0B / 41.1MB
1784306834.6139743,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784306834.6139743,stream-state-bench-flink-kafka,1.20%,571.3MiB / 31.28GiB,7.07MB / 7.25MB,0B / 41.4MB
1784306850.6341364,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784306850.6341364,stream-state-bench-flink-kafka,4.34%,574.2MiB / 31.28GiB,7.13MB / 7.32MB,4.1kB / 41.8MB
1784306881.6828623,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784306881.6828623,stream-state-bench-flink-kafka,3.18%,289.9MiB / 31.28GiB,7.48kB / 126B,0B / 561kB
1784306897.703037,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784306897.703037,stream-state-bench-flink-kafka,116.55%,375.8MiB / 31.28GiB,75.3kB / 75.3kB,0B / 1.5MB
1784306913.7269275,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784306913.7269275,stream-state-bench-flink-kafka,4.55%,323MiB / 31.28GiB,139kB / 141kB,0B / 1.89MB
1784306930.2588232,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784306930.2588232,stream-state-bench-flink-kafka,3.02%,328.1MiB / 31.28GiB,204kB / 207kB,0B / 2.29MB
1784306946.2818797,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784306946.2818797,stream-state-bench-flink-kafka,9.84%,320.2MiB / 31.28GiB,21kB / 21.1kB,0B / 1.04MB
1784306962.3033667,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784306962.3033667,stream-state-bench-flink-kafka,6.12%,321.2MiB / 31.28GiB,51.6kB / 52kB,0B / 1.3MB
1784306978.3243153,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784306978.3243153,stream-state-bench-flink-kafka,4.84%,322.5MiB / 31.28GiB,69.6kB / 66.8kB,0B / 1.51MB
1784306994.347835,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784306994.347835,stream-state-bench-flink-kafka,4.43%,325.8MiB / 31.28GiB,88.1kB / 81.9kB,0B / 1.73MB
1784307010.3683624,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784307010.3683624,stream-state-bench-flink-kafka,3.02%,324.9MiB / 31.28GiB,107kB / 96.9kB,0B / 1.93MB
1784307026.3941033,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784307026.3941033,stream-state-bench-flink-kafka,2.34%,326.4MiB / 31.28GiB,124kB / 112kB,0B / 2.13MB
1784307042.949131,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784307042.949131,stream-state-bench-flink-kafka,3.75%,325.5MiB / 31.28GiB,143kB / 127kB,0B / 2.34MB
1784307058.9733062,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784307058.9733062,stream-state-bench-flink-kafka,6.94%,329.4MiB / 31.28GiB,162kB / 142kB,0B / 2.54MB
1784307074.998408,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784307074.998408,stream-state-bench-flink-kafka,2.16%,329.4MiB / 31.28GiB,177kB / 155kB,0B / 2.76MB
1784307091.0225637,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784307091.0225637,stream-state-bench-flink-kafka,1.59%,328.4MiB / 31.28GiB,191kB / 167kB,0B / 2.97MB
1784307107.0564294,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784307107.0564294,stream-state-bench-flink-kafka,2.49%,334.7MiB / 31.28GiB,204kB / 178kB,0B / 3.18MB
1784307123.0785778,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784307123.0785778,stream-state-bench-flink-kafka,4.54%,337.3MiB / 31.28GiB,215kB / 188kB,0B / 3.39MB
1784307154.3308206,flink_w1-flink-identity-1,300.50%,228.1MiB / 31.28GiB,883B / 84B,0B / 21.4MB
1784307154.3308206,stream-state-bench-flink-kafka,5.84%,290.5MiB / 31.28GiB,4.1kB / 3.01kB,0B / 500kB
1784307170.3565583,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784307170.3565583,stream-state-bench-flink-kafka,6.17%,325.2MiB / 31.28GiB,31.4kB / 35.6kB,0B / 1.3MB
1784307186.3810744,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784307186.3810744,stream-state-bench-flink-kafka,3.95%,325.3MiB / 31.28GiB,40kB / 43.7kB,0B / 1.5MB
1784307202.4052007,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784307202.4052007,stream-state-bench-flink-kafka,7.43%,320MiB / 31.28GiB,48.7kB / 51.9kB,0B / 1.7MB
1784307218.6811504,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784307218.6811504,stream-state-bench-flink-kafka,1.67%,322.4MiB / 31.28GiB,57.3kB / 60kB,0B / 1.9MB
1784307234.705408,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784307234.705408,stream-state-bench-flink-kafka,1.70%,323.8MiB / 31.28GiB,66kB / 68.3kB,0B / 2.13MB
1784307250.7278297,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784307250.7278297,stream-state-bench-flink-kafka,1.73%,323.5MiB / 31.28GiB,74.6kB / 76.4kB,0B / 2.33MB
1784307266.7488592,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784307266.7488592,stream-state-bench-flink-kafka,2.65%,327.6MiB / 31.28GiB,83.2kB / 84.5kB,0B / 2.52MB
1784307282.7739477,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784307282.7739477,stream-state-bench-flink-kafka,8.44%,327.7MiB / 31.28GiB,91.7kB / 92.7kB,0B / 2.73MB
1784307298.7972174,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784307298.7972174,stream-state-bench-flink-kafka,1.52%,326.7MiB / 31.28GiB,100kB / 101kB,0B / 2.93MB
1784307314.8160164,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784307314.8160164,stream-state-bench-flink-kafka,1.37%,326.1MiB / 31.28GiB,109kB / 109kB,0B / 3.14MB
1784307331.0760124,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784307331.0760124,stream-state-bench-flink-kafka,4.18%,330.7MiB / 31.28GiB,118kB / 117kB,0B / 3.33MB
1784307650.3863819,flink_w1-flink-identity-1,59.17%,340.3MiB / 31.28GiB,11kB / 6.87kB,32.8kB / 21.5MB
1784307650.3863819,stream-state-bench-flink-kafka,144.23%,339.5MiB / 31.28GiB,12.6kB / 8.34kB,0B / 913kB
1784307667.4136794,flink_w1-flink-identity-1,6.18%,346.4MiB / 31.28GiB,55.7kB / 43kB,32.8kB / 21.8MB
1784307667.4136794,stream-state-bench-flink-kafka,8.80%,325.3MiB / 31.28GiB,99.3kB / 124kB,0B / 2.06MB
1784307684.4781113,flink_w1-flink-identity-1,4.79%,388.2MiB / 31.28GiB,122kB / 126kB,32.8kB / 22.1MB
1784307684.4781113,stream-state-bench-flink-kafka,5.21%,329.7MiB / 31.28GiB,251kB / 321kB,0B / 2.7MB
1784307701.505668,flink_w1-flink-identity-1,5.83%,408.8MiB / 31.28GiB,187kB / 209kB,32.8kB / 22.6MB
1784307701.505668,stream-state-bench-flink-kafka,14.91%,342.4MiB / 31.28GiB,402kB / 518kB,0B / 3.27MB
1784307718.535022,flink_w1-flink-identity-1,3.56%,412.9MiB / 31.28GiB,249kB / 292kB,32.8kB / 22.9MB
1784307718.535022,stream-state-bench-flink-kafka,186.84%,415.5MiB / 31.28GiB,560kB / 723kB,0B / 3.94MB
1784307735.5642505,flink_w1-flink-identity-1,5.65%,425.6MiB / 31.28GiB,318kB / 376kB,32.8kB / 23.3MB
1784307735.5642505,stream-state-bench-flink-kafka,2.90%,356.1MiB / 31.28GiB,685kB / 891kB,4.1kB / 4.51MB
1784307751.935076,flink_w1-flink-identity-1,2.49%,425.5MiB / 31.28GiB,380kB / 438kB,32.8kB / 23.7MB
1784307751.935076,stream-state-bench-flink-kafka,55.18%,375.1MiB / 31.28GiB,837kB / 1.09MB,4.1kB / 5.08MB
1784307768.9630232,flink_w1-flink-identity-1,7.83%,426.1MiB / 31.28GiB,448kB / 522kB,32.8kB / 24.1MB
1784307768.9630232,stream-state-bench-flink-kafka,2.37%,342.3MiB / 31.28GiB,988kB / 1.28MB,4.1kB / 5.63MB
1784307785.992468,flink_w1-flink-identity-1,20.35%,433.1MiB / 31.28GiB,513kB / 608kB,32.8kB / 24.5MB
1784307785.992468,stream-state-bench-flink-kafka,1.82%,343.2MiB / 31.28GiB,1.14MB / 1.48MB,4.1kB / 6.3MB
1784307803.0209577,flink_w1-flink-identity-1,3.44%,433.4MiB / 31.28GiB,578kB / 692kB,32.8kB / 24.9MB
1784307803.0209577,stream-state-bench-flink-kafka,4.46%,345MiB / 31.28GiB,1.3MB / 1.7MB,4.1kB / 6.89MB
1784307819.3167021,flink_w1-flink-identity-1,4.96%,433.6MiB / 31.28GiB,647kB / 779kB,32.8kB / 25.2MB
1784307819.3167021,stream-state-bench-flink-kafka,10.25%,358.4MiB / 31.28GiB,1.46MB / 1.9MB,4.1kB / 7.44MB
1784307836.3447964,flink_w1-flink-identity-1,3.31%,433.5MiB / 31.28GiB,711kB / 842kB,32.8kB / 25.6MB
1784307836.3447964,stream-state-bench-flink-kafka,1.98%,355.9MiB / 31.28GiB,1.59MB / 2.08MB,4.1kB / 8.13MB
1784307853.3716352,flink_w1-flink-identity-1,1.87%,435.2MiB / 31.28GiB,784kB / 930kB,32.8kB / 26MB
1784307853.3716352,stream-state-bench-flink-kafka,4.41%,363.5MiB / 31.28GiB,1.75MB / 2.28MB,4.1kB / 8.68MB
1784307870.3993745,flink_w1-flink-identity-1,2.08%,435.5MiB / 31.28GiB,852kB / 1.02MB,32.8kB / 26.3MB
1784307870.3993745,stream-state-bench-flink-kafka,2.09%,371.5MiB / 31.28GiB,1.9MB / 2.48MB,4.1kB / 9.24MB
1784307887.4303126,flink_w1-flink-identity-1,2.82%,441.4MiB / 31.28GiB,921kB / 1.1MB,32.8kB / 26.7MB
1784307887.4303126,stream-state-bench-flink-kafka,2.81%,377MiB / 31.28GiB,2.06MB / 2.69MB,4.1kB / 9.81MB
1784307904.4705622,flink_w1-flink-identity-1,5.26%,433.8MiB / 31.28GiB,986kB / 1.19MB,32.8kB / 27.1MB
1784307904.4705622,stream-state-bench-flink-kafka,2.89%,386.9MiB / 31.28GiB,2.23MB / 2.9MB,4.1kB / 10.5MB
1784307921.497916,flink_w1-flink-identity-1,2.43%,435MiB / 31.28GiB,1.06MB / 1.27MB,32.8kB / 27.5MB
1784307921.497916,stream-state-bench-flink-kafka,24.65%,394.4MiB / 31.28GiB,2.38MB / 3.08MB,4.1kB / 11.1MB
1784307938.5318246,flink_w1-flink-identity-1,1.71%,448.8MiB / 31.28GiB,1.12MB / 1.34MB,32.8kB / 27.8MB
1784307938.5318246,stream-state-bench-flink-kafka,2.00%,401.5MiB / 31.28GiB,2.52MB / 3.3MB,4.1kB / 11.7MB
1784307955.560243,flink_w1-flink-identity-1,25.97%,454MiB / 31.28GiB,1.19MB / 1.42MB,32.8kB / 28.2MB
1784307955.560243,stream-state-bench-flink-kafka,247.82%,517.5MiB / 31.28GiB,2.67MB / 3.5MB,4.1kB / 12.3MB
1784307971.881089,flink_w1-flink-identity-1,2.33%,449.2MiB / 31.28GiB,1.26MB / 1.51MB,32.8kB / 28.5MB
1784307971.881089,stream-state-bench-flink-kafka,5.06%,402.4MiB / 31.28GiB,2.83MB / 3.7MB,4.1kB / 12.9MB
1784307988.903697,flink_w1-flink-identity-1,1.91%,449.3MiB / 31.28GiB,1.33MB / 1.6MB,32.8kB / 28.9MB
1784307988.903697,stream-state-bench-flink-kafka,7.64%,404.6MiB / 31.28GiB,2.98MB / 3.89MB,4.1kB / 13.4MB
1784308005.931956,flink_w1-flink-identity-1,1.99%,449.5MiB / 31.28GiB,1.4MB / 1.68MB,32.8kB / 29.4MB
1784308005.931956,stream-state-bench-flink-kafka,4.18%,404.6MiB / 31.28GiB,3.11MB / 4.08MB,4.1kB / 14.1MB
1784308022.9597101,flink_w1-flink-identity-1,2.51%,449.4MiB / 31.28GiB,1.47MB / 1.77MB,32.8kB / 29.8MB
1784308022.9597101,stream-state-bench-flink-kafka,56.97%,438MiB / 31.28GiB,3.27MB / 4.28MB,4.1kB / 14.7MB
1784308039.26011,flink_w1-flink-identity-1,1.76%,451.2MiB / 31.28GiB,1.53MB / 1.83MB,32.8kB / 30.1MB
1784308039.26011,stream-state-bench-flink-kafka,3.15%,404.3MiB / 31.28GiB,3.43MB / 4.49MB,4.1kB / 15.3MB
1784308056.2878368,flink_w1-flink-identity-1,1.57%,473MiB / 31.28GiB,1.6MB / 1.92MB,32.8kB / 30.5MB
1784308056.2878368,stream-state-bench-flink-kafka,1.57%,405.6MiB / 31.28GiB,3.58MB / 4.69MB,4.1kB / 15.8MB
1784308073.3160603,flink_w1-flink-identity-1,3.87%,468.2MiB / 31.28GiB,1.67MB / 2MB,32.8kB / 30.9MB
1784308073.3160603,stream-state-bench-flink-kafka,1.83%,404.5MiB / 31.28GiB,3.74MB / 4.89MB,4.1kB / 16.5MB
1784308090.343697,flink_w1-flink-identity-1,1.57%,468.3MiB / 31.28GiB,1.74MB / 2.09MB,32.8kB / 31.3MB
1784308090.343697,stream-state-bench-flink-kafka,79.00%,446.4MiB / 31.28GiB,3.9MB / 5.1MB,4.1kB / 17.1MB
1784308106.6117198,flink_w1-flink-identity-1,1.61%,468.6MiB / 31.28GiB,1.8MB / 2.17MB,32.8kB / 31.7MB
1784308106.6117198,stream-state-bench-flink-kafka,1.95%,405.5MiB / 31.28GiB,4.06MB / 5.28MB,4.1kB / 17.7MB
1784308123.6395543,flink_w1-flink-identity-1,1.47%,468.4MiB / 31.28GiB,1.87MB / 2.24MB,32.8kB / 32.1MB
1784308123.6395543,stream-state-bench-flink-kafka,253.79%,495.8MiB / 31.28GiB,4.19MB / 5.49MB,4.1kB / 18.3MB
1784308140.6669166,flink_w1-flink-identity-1,1.52%,468.5MiB / 31.28GiB,1.94MB / 2.33MB,32.8kB / 32.5MB
1784308140.6669166,stream-state-bench-flink-kafka,3.08%,413.9MiB / 31.28GiB,4.35MB / 5.69MB,4.1kB / 18.9MB
1784308157.6940784,flink_w1-flink-identity-1,1.59%,468.5MiB / 31.28GiB,2.01MB / 2.41MB,32.8kB / 32.9MB
1784308157.6940784,stream-state-bench-flink-kafka,95.43%,460MiB / 31.28GiB,4.5MB / 5.9MB,4.1kB / 19.5MB
1784308174.720738,flink_w1-flink-identity-1,9.40%,469.9MiB / 31.28GiB,2.07MB / 2.5MB,32.8kB / 33.3MB
1784308174.720738,stream-state-bench-flink-kafka,2.28%,407.9MiB / 31.28GiB,4.66MB / 6.09MB,4.1kB / 20.2MB
1784308191.748947,flink_w1-flink-identity-1,1.85%,469.9MiB / 31.28GiB,2.14MB / 2.56MB,32.8kB / 33.7MB
1784308191.748947,stream-state-bench-flink-kafka,103.58%,408.5MiB / 31.28GiB,4.82MB / 6.31MB,4.1kB / 20.8MB
1784308208.7738118,flink_w1-flink-identity-1,2.07%,471.3MiB / 31.28GiB,2.21MB / 2.67MB,32.8kB / 34.2MB
1784308208.7738118,stream-state-bench-flink-kafka,1.72%,413.2MiB / 31.28GiB,4.95MB / 6.49MB,4.1kB / 21.4MB
1784308224.797561,flink_w1-flink-identity-1,1.90%,471.3MiB / 31.28GiB,2.28MB / 2.73MB,32.8kB / 34.5MB
1784308224.797561,stream-state-bench-flink-kafka,284.77%,514.5MiB / 31.28GiB,5.11MB / 6.69MB,4.1kB / 21.9MB
1784308241.8272638,flink_w1-flink-identity-1,1.28%,471.6MiB / 31.28GiB,2.34MB / 2.82MB,32.8kB / 34.9MB
1784308241.8272638,stream-state-bench-flink-kafka,5.75%,428.5MiB / 31.28GiB,5.27MB / 6.9MB,4.1kB / 22.6MB
1784308258.9000835,flink_w1-flink-identity-1,1.71%,471.6MiB / 31.28GiB,2.41MB / 2.91MB,32.8kB / 35.3MB
1784308258.9000835,stream-state-bench-flink-kafka,145.49%,498.3MiB / 31.28GiB,5.42MB / 7.1MB,4.1kB / 23.2MB
1784308275.9280295,flink_w1-flink-identity-1,1.66%,471.6MiB / 31.28GiB,2.48MB / 2.99MB,32.8kB / 35.7MB
1784308275.9280295,stream-state-bench-flink-kafka,1.77%,441MiB / 31.28GiB,5.59MB / 7.31MB,4.1kB / 23.8MB
1784308292.953301,flink_w1-flink-identity-1,1.69%,472.6MiB / 31.28GiB,2.55MB / 3.06MB,32.8kB / 36.1MB
1784308292.953301,stream-state-bench-flink-kafka,273.68%,538.5MiB / 31.28GiB,5.71MB / 7.48MB,4.1kB / 24.5MB
1784308309.9825373,flink_w1-flink-identity-1,3.11%,472.6MiB / 31.28GiB,2.61MB / 3.14MB,32.8kB / 36.5MB
1784308309.9825373,stream-state-bench-flink-kafka,1.49%,454.7MiB / 31.28GiB,5.87MB / 7.7MB,4.1kB / 25MB
1784308326.2861838,flink_w1-flink-identity-1,1.42%,472.6MiB / 31.28GiB,2.68MB / 3.23MB,32.8kB / 37MB
1784308326.2861838,stream-state-bench-flink-kafka,131.13%,461MiB / 31.28GiB,6.03MB / 7.89MB,4.1kB / 25.6MB
1784308343.3117192,flink_w1-flink-identity-1,1.38%,472.6MiB / 31.28GiB,2.75MB / 3.31MB,32.8kB / 37.3MB
1784308343.3117192,stream-state-bench-flink-kafka,2.02%,467.6MiB / 31.28GiB,6.18MB / 8.09MB,4.1kB / 26.2MB
1784308360.3385432,flink_w1-flink-identity-1,1.34%,472.6MiB / 31.28GiB,2.82MB / 3.4MB,32.8kB / 37.7MB
1784308360.3385432,stream-state-bench-flink-kafka,241.81%,550.1MiB / 31.28GiB,6.34MB / 8.3MB,4.1kB / 26.9MB
1784308377.3654113,flink_w1-flink-identity-1,3.60%,472.6MiB / 31.28GiB,2.89MB / 3.49MB,32.8kB / 38.1MB
1784308377.3654113,stream-state-bench-flink-kafka,1.72%,481.8MiB / 31.28GiB,6.47MB / 8.48MB,4.1kB / 27.5MB
1784308393.6738613,flink_w1-flink-identity-1,1.49%,472.6MiB / 31.28GiB,2.95MB / 3.55MB,32.8kB / 38.5MB
1784308393.6738613,stream-state-bench-flink-kafka,139.70%,493MiB / 31.28GiB,6.63MB / 8.69MB,4.1kB / 28.1MB
1784308410.70189,flink_w1-flink-identity-1,1.46%,475.4MiB / 31.28GiB,3.02MB / 3.63MB,32.8kB / 38.9MB
1784308410.70189,stream-state-bench-flink-kafka,1.48%,495.3MiB / 31.28GiB,6.78MB / 8.89MB,4.1kB / 28.8MB
1784308427.7259653,flink_w1-flink-identity-1,1.45%,472.9MiB / 31.28GiB,3.09MB / 3.72MB,32.8kB / 39.3MB
1784308427.7259653,stream-state-bench-flink-kafka,57.46%,502.1MiB / 31.28GiB,6.95MB / 9.1MB,4.1kB / 29.3MB
1784308444.7541106,flink_w1-flink-identity-1,7.50%,481.2MiB / 31.28GiB,3.16MB / 3.81MB,32.8kB / 39.7MB
1784308444.7541106,stream-state-bench-flink-kafka,1.76%,509.2MiB / 31.28GiB,7.1MB / 9.3MB,4.1kB / 29.9MB
1784308461.7780695,flink_w1-flink-identity-1,1.43%,475MiB / 31.28GiB,3.23MB / 3.89MB,32.8kB / 40MB
1784308461.7780695,stream-state-bench-flink-kafka,206.43%,629.1MiB / 31.28GiB,7.26MB / 9.48MB,4.1kB / 30.6MB
1784308478.8203866,flink_w1-flink-identity-1,1.57%,475.4MiB / 31.28GiB,3.29MB / 3.96MB,32.8kB / 40.4MB
1784308478.8203866,stream-state-bench-flink-kafka,1.42%,521.6MiB / 31.28GiB,7.39MB / 9.68MB,4.1kB / 31.2MB
1784308495.8475657,flink_w1-flink-identity-1,1.42%,475.4MiB / 31.28GiB,3.36MB / 4.04MB,32.8kB / 40.8MB
1784308495.8475657,stream-state-bench-flink-kafka,89.12%,532.7MiB / 31.28GiB,7.55MB / 9.89MB,4.1kB / 31.8MB
1784308512.87608,flink_w1-flink-identity-1,1.21%,475.4MiB / 31.28GiB,3.43MB / 4.13MB,32.8kB / 41.1MB
1784308512.87608,stream-state-bench-flink-kafka,1.90%,536.1MiB / 31.28GiB,7.71MB / 10.1MB,4.1kB / 32.5MB
1784308528.9033792,flink_w1-flink-identity-1,1.73%,475.5MiB / 31.28GiB,3.49MB / 4.21MB,32.8kB / 41.5MB
1784308528.9033792,stream-state-bench-flink-kafka,3.42%,543.1MiB / 31.28GiB,7.86MB / 10.3MB,4.1kB / 33.1MB
