engine,workload_id,workload,run_label,rate_per_sec,produced_records,expected_output_records,matched_records,consumed_records,passed,p50_ms,p95_ms,p99_ms,max_ms,p99_write_to_input_append_latency_ms,p99_input_append_to_result_emission_latency_ms,p99_l_visibility_ms,p99_l_closure_ms,result_dir
flink,,identity,failure_broker_kill,20.0,2000,2000,2000,2000,True,1096.124,1841.978,2323.333,3322.718,1489.048,125.0,1065.306,,experiments/results/flink_identity_latency_failure_broker_kill
flink,,identity,failure_broker_kill_trial1,20.0,2000,2000,2000,2000,True,1455.017,23482.774,27480.725,28480.77,26309.127,129.0,1199.248,,experiments/results/flink_identity_latency_failure_broker_kill_trial1
flink,,identity,failure_broker_kill_trial2,20.0,2000,2000,2000,2000,True,1110.107,1852.954,2442.643,3443.9,1406.429,84.0,1057.434,,experiments/results/flink_identity_latency_failure_broker_kill_trial2
flink,,identity,failure_broker_kill_trial3,20.0,2000,2000,2000,2000,True,1102.664,1809.871,2338.033,3338.142,1454.591,84.0,1011.579,,experiments/results/flink_identity_latency_failure_broker_kill_trial3
flink,,identity,failure_broker_kill_trial4,20.0,2000,2000,2000,2000,True,1119.878,1873.143,2307.188,3306.698,1417.952,99.0,1121.739,,experiments/results/flink_identity_latency_failure_broker_kill_trial4
flink,,identity,failure_broker_kill_trial5,20.0,2000,2000,2000,2000,True,1143.464,1897.446,2615.79,3615.812,1463.39,108.0,1120.593,,experiments/results/flink_identity_latency_failure_broker_kill_trial5
flink,,identity,failure_changelog_restore,20.0,2000,2000,2000,2000,True,1134.238,1888.645,2568.458,3568.539,1798.46,115.0,1075.387,,experiments/results/flink_identity_latency_failure_changelog_restore
flink,,identity,failure_changelog_restore_trial1,20.0,2000,2000,2000,2000,True,1138.245,1863.684,2504.232,3504.257,1428.084,96.0,1072.292,,experiments/results/flink_identity_latency_failure_changelog_restore_trial1
flink,,identity,failure_changelog_restore_trial2,20.0,2000,2000,2000,2000,True,1152.738,1860.693,2071.245,2778.478,1484.542,84.0,1124.964,,experiments/results/flink_identity_latency_failure_changelog_restore_trial2
flink,,identity,failure_changelog_restore_trial3,20.0,2000,2000,2000,2000,True,1184.453,1894.897,2118.417,2768.448,1445.075,112.0,1257.714,,experiments/results/flink_identity_latency_failure_changelog_restore_trial3
flink,,identity,failure_changelog_restore_trial4,20.0,2000,2000,2000,2000,True,1160.331,1868.151,2541.707,3541.664,1379.085,94.0,1078.62,,experiments/results/flink_identity_latency_failure_changelog_restore_trial4
flink,,identity,failure_changelog_restore_trial5,20.0,2000,2000,2000,2000,True,1128.862,1875.392,2321.526,3321.492,1525.227,109.0,1037.714,,experiments/results/flink_identity_latency_failure_changelog_restore_trial5
flink,,identity,failure_jvm_kill,20.0,2000,2000,2000,2000,True,1216.058,6917.511,10917.44,11917.406,1862.086,10305.0,1118.757,,experiments/results/flink_identity_latency_failure_jvm_kill
flink,,identity,failure_jvm_kill_trial1,20.0,2000,2000,2000,2000,True,1194.812,7072.921,11071.154,12071.107,1539.88,10191.0,1103.835,,experiments/results/flink_identity_latency_failure_jvm_kill_trial1
flink,,identity,failure_jvm_kill_trial2,20.0,2000,2000,2000,2000,True,1205.79,7147.897,11146.903,12146.847,1397.935,10657.0,1079.26,,experiments/results/flink_identity_latency_failure_jvm_kill_trial2
flink,,identity,failure_jvm_kill_trial3,20.0,2000,2000,2000,2000,True,1217.88,6852.813,10852.314,11852.113,1458.636,10056.0,1043.566,,experiments/results/flink_identity_latency_failure_jvm_kill_trial3
flink,,identity,failure_jvm_kill_trial4,20.0,2000,2000,2000,2000,True,1219.691,7157.812,11155.639,12155.515,1520.66,10323.0,1071.656,,experiments/results/flink_identity_latency_failure_jvm_kill_trial4
flink,,identity,failure_jvm_kill_trial5,20.0,2000,2000,2000,2000,True,1229.004,6929.838,10928.374,11928.343,1385.933,10169.0,1043.65,,experiments/results/flink_identity_latency_failure_jvm_kill_trial5
flink,,identity,failure_kraft_failover,20.0,2000,2000,2000,2000,True,1105.452,1852.723,2342.289,3341.611,1596.31,78.0,1104.319,,experiments/results/flink_identity_latency_failure_kraft_failover
flink,,identity,failure_kraft_failover_trial1,20.0,2000,2000,2000,2000,True,1135.932,1849.064,2477.433,3477.439,1394.913,121.0,1058.257,,experiments/results/flink_identity_latency_failure_kraft_failover_trial1
flink,,identity,failure_kraft_failover_trial2,20.0,2000,2000,2000,2000,True,1099.064,1804.273,2331.281,3331.285,1401.791,85.0,1049.877,,experiments/results/flink_identity_latency_failure_kraft_failover_trial2
flink,,identity,failure_kraft_failover_trial3,20.0,2000,2000,2000,2000,True,1097.942,1877.358,2327.341,3326.966,1445.222,110.0,1138.538,,experiments/results/flink_identity_latency_failure_kraft_failover_trial3
flink,,identity,failure_kraft_failover_trial4,20.0,2000,2000,2000,2000,True,1140.381,1883.285,2616.185,3616.04,1560.844,110.0,1132.065,,experiments/results/flink_identity_latency_failure_kraft_failover_trial4
flink,,identity,failure_kraft_failover_trial5,20.0,2000,2000,2000,2000,True,1117.247,1817.611,2330.55,3330.58,1385.058,89.0,1061.554,,experiments/results/flink_identity_latency_failure_kraft_failover_trial5
flink,,identity,failure_node_loss,20.0,2000,2000,2000,2000,True,1199.588,6376.663,10376.616,11376.593,1825.041,9556.0,1139.172,,experiments/results/flink_identity_latency_failure_node_loss
flink,,identity,failure_node_loss_trial1,20.0,2000,2000,2000,2000,True,1170.232,7426.364,11423.567,12423.516,1370.757,10465.0,1067.52,,experiments/results/flink_identity_latency_failure_node_loss_trial1
flink,,identity,failure_node_loss_trial2,20.0,2000,2000,2000,2000,True,1213.794,7870.592,11869.81,12869.791,1516.986,10879.0,1124.707,,experiments/results/flink_identity_latency_failure_node_loss_trial2
flink,,identity,failure_node_loss_trial3,20.0,2000,2000,2000,2000,True,1252.071,6725.187,10724.169,11724.137,1416.772,10224.0,1092.725,,experiments/results/flink_identity_latency_failure_node_loss_trial3
flink,,identity,failure_node_loss_trial4,20.0,2000,2000,2000,2000,True,1200.645,6518.284,10518.167,11518.144,1337.465,8456.0,1071.617,,experiments/results/flink_identity_latency_failure_node_loss_trial4
flink,,identity,failure_node_loss_trial5,20.0,2000,2000,2000,2000,True,1149.515,7335.497,11334.636,12334.599,1508.157,10587.0,1040.538,,experiments/results/flink_identity_latency_failure_node_loss_trial5
flink,,identity,failure_s3_throttling,20.0,2000,2000,2000,2000,True,1194.525,6795.101,10793.615,11793.532,1606.144,10106.0,1036.746,,experiments/results/flink_identity_latency_failure_s3_throttling
flink,,identity,failure_s3_throttling_trial1,20.0,2000,2000,2000,2000,True,1229.961,7085.893,10751.446,11451.426,1379.88,9356.0,10442.666,,experiments/results/flink_identity_latency_failure_s3_throttling_trial1
flink,,identity,failure_s3_throttling_trial2,20.0,2000,2000,2000,2000,True,1165.23,7590.738,11240.339,11940.291,1566.361,9856.0,10930.968,,experiments/results/flink_identity_latency_failure_s3_throttling_trial2
flink,,identity,failure_s3_throttling_trial3,20.0,2000,2000,2000,2000,True,1201.823,7262.291,10937.455,11637.431,1390.679,9544.0,10628.762,,experiments/results/flink_identity_latency_failure_s3_throttling_trial3
flink,,identity,failure_s3_throttling_trial4,20.0,2000,2000,2000,2000,True,1209.07,6920.494,10587.8,11287.79,1513.91,10116.0,1098.738,,experiments/results/flink_identity_latency_failure_s3_throttling_trial4
flink,,identity,failure_s3_throttling_trial5,20.0,2000,2000,2000,2000,True,1136.357,6903.379,10576.413,11276.376,1412.119,9181.0,10267.281,,experiments/results/flink_identity_latency_failure_s3_throttling_trial5
flink,,sliding_sum,failure_broker_kill,20.0,2001,1286,1286,1286,True,3933.85,17133.598,21878.263,27375.302,1002.769,20850.0,786.26,1784420828167.0,experiments/results/flink_sliding_sum_latency_failure_broker_kill
flink,,sliding_sum,failure_broker_kill_trial1,20.0,2001,1286,1286,1286,True,3867.336,17057.228,21608.47,27975.356,1001.377,20703.0,731.242,1784588858030.0,experiments/results/flink_sliding_sum_latency_failure_broker_kill_trial1
flink,,sliding_sum,failure_broker_kill_trial2,20.0,2001,1286,1286,1286,True,3835.967,17181.446,21731.719,28126.734,1002.826,21095.0,778.269,1784567235830.0,experiments/results/flink_sliding_sum_latency_failure_broker_kill_trial2
flink,,sliding_sum,failure_broker_kill_trial3,20.0,2001,1286,1286,1286,True,3746.53,17091.966,21642.607,28118.67,1001.808,21193.0,735.178,1784579669487.0,experiments/results/flink_sliding_sum_latency_failure_broker_kill_trial3
flink,,sliding_sum,failure_broker_kill_trial4,20.0,2001,1286,1286,1286,True,4490.188,17695.423,22439.753,27938.173,1001.472,20971.0,887.48,1784535313596.0,experiments/results/flink_sliding_sum_latency_failure_broker_kill_trial4
flink,,sliding_sum,failure_broker_kill_trial5,20.0,2001,1286,1286,1286,True,4592.118,17791.469,22536.666,27984.65,1002.227,21322.0,1064.409,1784561069456.0,experiments/results/flink_sliding_sum_latency_failure_broker_kill_trial5
flink,,sliding_sum,failure_changelog_restore,20.0,2001,1286,1286,1286,True,4150.718,17255.201,21806.153,28221.084,1001.477,20828.0,915.736,1784417821681.0,experiments/results/flink_sliding_sum_latency_failure_changelog_restore
flink,,sliding_sum,failure_changelog_restore_trial1,20.0,2001,1286,1286,1286,True,4088.891,17432.781,21983.929,28383.25,1002.247,21077.0,976.847,1784578185353.0,experiments/results/flink_sliding_sum_latency_failure_changelog_restore_trial1
flink,,sliding_sum,failure_changelog_restore_trial2,20.0,2001,1286,1286,1286,True,4108.32,17188.006,21741.051,28259.083,1001.461,21115.0,1120.241,1784543694248.0,experiments/results/flink_sliding_sum_latency_failure_changelog_restore_trial2
flink,,sliding_sum,failure_changelog_restore_trial3,20.0,2001,1286,1286,1286,True,3980.24,17325.973,21876.046,28285.054,1002.855,21096.0,770.996,1784542958939.0,experiments/results/flink_sliding_sum_latency_failure_changelog_restore_trial3
flink,,sliding_sum,failure_changelog_restore_trial4,20.0,2001,1286,1286,1286,True,4205.813,17351.107,21901.324,28306.548,1002.388,21037.0,1029.315,1784575885487.0,experiments/results/flink_sliding_sum_latency_failure_changelog_restore_trial4
flink,,sliding_sum,failure_changelog_restore_trial5,20.0,2001,1286,1286,1286,True,3912.356,17018.384,21570.767,28063.604,1002.714,21065.0,999.302,1784534173245.0,experiments/results/flink_sliding_sum_latency_failure_changelog_restore_trial5
flink,,sliding_sum,failure_jvm_kill,20.0,5001,1789,1789,1789,True,4405.761,12852.598,19563.717,50157.312,1001.683,18071.0,985.676,1784513984591.0,experiments/results/flink_sliding_sum_latency_failure_jvm_kill
flink,,sliding_sum,failure_jvm_kill_trial1,20.0,2001,1286,1286,1286,True,4222.503,17566.098,22118.118,28511.282,1002.91,20990.0,935.761,1784564158384.0,experiments/results/flink_sliding_sum_latency_failure_jvm_kill_trial1
flink,,sliding_sum,failure_jvm_kill_trial2,20.0,2001,1286,1286,1286,True,4184.878,17575.895,22127.397,28526.675,1001.595,21152.0,1100.096,1784532295309.0,experiments/results/flink_sliding_sum_latency_failure_jvm_kill_trial2
flink,,sliding_sum,failure_jvm_kill_trial3,20.0,2001,1286,1286,1286,True,4313.471,17561.823,22307.784,27753.981,1001.701,21123.0,902.205,1784525788774.0,experiments/results/flink_sliding_sum_latency_failure_jvm_kill_trial3
flink,,sliding_sum,failure_jvm_kill_trial4,20.0,2001,1286,1286,1286,True,4306.336,17555.414,22300.735,27735.625,1001.488,21033.0,876.075,1784565328907.0,experiments/results/flink_sliding_sum_latency_failure_jvm_kill_trial4
flink,,sliding_sum,failure_jvm_kill_trial5,20.0,2001,1286,1286,1286,True,4232.63,17432.553,22177.133,27583.431,1001.479,21139.0,1042.812,1784576285768.0,experiments/results/flink_sliding_sum_latency_failure_jvm_kill_trial5
flink,,sliding_sum,failure_kraft_failover,20.0,2001,1286,1286,1286,True,4116.332,17461.629,22012.82,28382.344,1002.163,20870.0,815.582,1784407912546.0,experiments/results/flink_sliding_sum_latency_failure_kraft_failover
flink,,sliding_sum,failure_kraft_failover_trial1,20.0,2001,1286,1286,1286,True,4503.166,17707.367,22452.802,27989.437,1002.811,21100.0,1043.311,1784533060632.0,experiments/results/flink_sliding_sum_latency_failure_kraft_failover_trial1
flink,,sliding_sum,failure_kraft_failover_trial2,20.0,2001,1286,1286,1286,True,4006.449,17349.326,21901.447,28339.357,1002.964,21151.0,1002.135,1784564929560.0,experiments/results/flink_sliding_sum_latency_failure_kraft_failover_trial2
flink,,sliding_sum,failure_kraft_failover_trial3,20.0,2001,1286,1286,1286,True,4210.639,17367.811,22107.648,27511.584,1001.73,20194.0,965.611,1784585828203.0,experiments/results/flink_sliding_sum_latency_failure_kraft_failover_trial3
flink,,sliding_sum,failure_kraft_failover_trial4,20.0,2001,1286,1286,1286,True,3971.601,17021.744,21573.838,28101.612,1002.276,21275.0,943.883,1784578556400.0,experiments/results/flink_sliding_sum_latency_failure_kraft_failover_trial4
flink,,sliding_sum,failure_kraft_failover_trial5,20.0,2001,1286,1286,1286,True,3953.402,17299.927,21850.278,28262.203,1002.633,21168.0,818.429,1784588488655.0,experiments/results/flink_sliding_sum_latency_failure_kraft_failover_trial5
flink,,sliding_sum,failure_node_loss,20.0,5001,42275,42275,42275,True,71587.559,203236.078,236635.271,251151.694,1002.351,235339.0,937.362,1784508536616.0,experiments/results/flink_sliding_sum_latency_failure_node_loss
flink,,sliding_sum,failure_node_loss_trial1,20.0,2001,1286,1286,1286,True,4477.875,17726.738,22468.41,27884.795,1002.141,21139.0,1050.26,1784559203124.0,experiments/results/flink_sliding_sum_latency_failure_node_loss_trial1
flink,,sliding_sum,failure_node_loss_trial2,20.0,2001,1286,1286,1286,True,4114.518,17264.226,22006.105,27464.087,1002.476,20964.0,1032.018,1784530732888.0,experiments/results/flink_sliding_sum_latency_failure_node_loss_trial2
flink,,sliding_sum,failure_node_loss_trial3,20.0,2001,1286,1286,1286,True,4473.674,17723.703,22468.35,27906.726,1001.858,21113.0,952.344,1784581599898.0,experiments/results/flink_sliding_sum_latency_failure_node_loss_trial3
flink,,sliding_sum,failure_node_loss_trial4,20.0,2001,1286,1286,1286,True,3961.897,17185.403,21736.412,28062.192,1002.07,21066.0,1063.63,1784539104971.0,experiments/results/flink_sliding_sum_latency_failure_node_loss_trial4
flink,,sliding_sum,failure_node_loss_trial5,20.0,2001,1286,1286,1286,True,4124.217,17452.524,22003.976,28424.418,1001.328,20996.0,1083.576,1784571027802.0,experiments/results/flink_sliding_sum_latency_failure_node_loss_trial5
flink,,sliding_sum,failure_s3_throttling,20.0,2001,1286,1286,1286,True,4423.144,17176.447,21726.781,34889.733,1001.802,20943.0,958.156,1784396765766.0,experiments/results/flink_sliding_sum_latency_failure_s3_throttling
flink,,sliding_sum,failure_s3_throttling_trial1,20.0,2001,1286,1286,1286,True,3960.302,17069.769,21621.972,28022.169,1001.859,20867.0,945.454,1784540700355.0,experiments/results/flink_sliding_sum_latency_failure_s3_throttling_trial1
flink,,sliding_sum,failure_s3_throttling_trial2,20.0,2001,1286,1286,1286,True,4453.558,17654.268,22400.336,27799.508,1002.284,20490.0,1049.953,1784527318676.0,experiments/results/flink_sliding_sum_latency_failure_s3_throttling_trial2
flink,,sliding_sum,failure_s3_throttling_trial3,20.0,2001,1286,1286,1286,True,4061.229,17402.579,21954.0,28373.317,1001.704,21109.0,817.798,1784557701199.0,experiments/results/flink_sliding_sum_latency_failure_s3_throttling_trial3
flink,,sliding_sum,failure_s3_throttling_trial4,20.0,2001,1286,1286,1286,True,3988.528,17118.403,21669.244,28069.49,1001.152,20944.0,898.436,1784563389124.0,experiments/results/flink_sliding_sum_latency_failure_s3_throttling_trial4
flink,,sliding_sum,failure_s3_throttling_trial5,20.0,2001,1286,1286,1286,True,4330.901,17624.473,22174.794,28581.712,1001.831,21190.0,1109.981,1784589598310.0,experiments/results/flink_sliding_sum_latency_failure_s3_throttling_trial5
flink,,tumbling_count,failure_broker_kill,20.0,2001,386,386,386,True,4423.342,13670.409,23071.189,28374.678,1003.023,22154.0,771.931,1784413239768.0,experiments/results/flink_tumbling_count_latency_failure_broker_kill
flink,,tumbling_count,failure_broker_kill_trial1,20.0,2001,386,386,386,True,4472.164,13409.17,22772.154,27921.77,1002.706,21114.0,959.381,1784581429528.0,experiments/results/flink_tumbling_count_latency_failure_broker_kill_trial1
flink,,tumbling_count,failure_broker_kill_trial2,20.0,2001,386,386,386,True,4525.475,13750.297,23284.491,28451.33,1002.282,22268.0,1078.237,1784540505692.0,experiments/results/flink_tumbling_count_latency_failure_broker_kill_trial2
flink,,tumbling_count,failure_broker_kill_trial3,20.0,2001,386,386,386,True,4144.911,13441.792,22705.976,28142.464,1002.223,21171.0,684.115,1784589827960.0,experiments/results/flink_tumbling_count_latency_failure_broker_kill_trial3
flink,,tumbling_count,failure_broker_kill_trial4,20.0,2001,386,386,386,True,4278.249,13358.589,22959.377,27946.426,1001.533,22183.0,842.455,1784523323488.0,experiments/results/flink_tumbling_count_latency_failure_broker_kill_trial4
flink,,tumbling_count,failure_broker_kill_trial5,20.0,2001,386,386,386,True,4232.695,13415.524,22786.102,28243.149,1002.066,21155.0,850.402,1784581829395.0,experiments/results/flink_tumbling_count_latency_failure_broker_kill_trial5
flink,,tumbling_count,failure_changelog_restore,20.0,2001,386,386,386,True,4250.825,13317.467,22873.588,27934.85,1002.208,22215.0,841.796,1784402192021.0,experiments/results/flink_tumbling_count_latency_failure_changelog_restore
flink,,tumbling_count,failure_changelog_restore_trial1,20.0,2001,386,386,386,True,4192.508,13402.902,22792.532,28102.921,1002.687,21121.0,735.574,1784524064702.0,experiments/results/flink_tumbling_count_latency_failure_changelog_restore_trial1
flink,,tumbling_count,failure_changelog_restore_trial2,20.0,2001,386,386,386,True,4559.293,13452.823,22890.956,27960.685,1001.375,22080.0,1025.103,1784579526685.0,experiments/results/flink_tumbling_count_latency_failure_changelog_restore_trial2
flink,,tumbling_count,failure_changelog_restore_trial3,20.0,2001,386,386,386,True,4357.154,13638.57,22908.433,28344.959,1002.008,22177.0,733.704,1784557530662.0,experiments/results/flink_tumbling_count_latency_failure_changelog_restore_trial3
flink,,tumbling_count,failure_changelog_restore_trial4,20.0,2001,386,386,386,True,4434.683,13642.695,23035.386,28349.791,1002.938,21205.0,951.301,1784535543095.0,experiments/results/flink_tumbling_count_latency_failure_changelog_restore_trial4
flink,,tumbling_count,failure_changelog_restore_trial5,20.0,2001,386,386,386,True,4273.702,13423.705,22866.758,27946.868,1002.437,22107.0,956.368,1784542428018.0,experiments/results/flink_tumbling_count_latency_failure_changelog_restore_trial5
flink,,tumbling_count,failure_jvm_kill,20.0,5001,886,886,886,True,4773.933,15083.168,21720.375,28084.132,1002.615,20079.0,1087.752,1784513885213.0,experiments/results/flink_tumbling_count_latency_failure_jvm_kill
flink,,tumbling_count,failure_jvm_kill_trial1,20.0,2001,386,386,386,True,4764.491,13805.309,22860.488,28855.523,8367.707,21058.0,1524.599,1784584796495.0,experiments/results/flink_tumbling_count_latency_failure_jvm_kill_trial1
flink,,tumbling_count,failure_jvm_kill_trial2,20.0,2001,386,386,386,True,4449.409,13320.619,22751.906,27923.586,1002.614,22127.0,969.796,1784563195657.0,experiments/results/flink_tumbling_count_latency_failure_jvm_kill_trial2
flink,,tumbling_count,failure_jvm_kill_trial3,20.0,2001,386,386,386,True,4847.601,13990.064,23471.169,28545.346,1002.364,22153.0,1107.941,1784539333965.0,experiments/results/flink_tumbling_count_latency_failure_jvm_kill_trial3
flink,,tumbling_count,failure_jvm_kill_trial4,20.0,2001,386,386,386,True,4228.479,13106.984,22549.505,27647.353,1002.466,21862.0,781.996,1784529785626.0,experiments/results/flink_tumbling_count_latency_failure_jvm_kill_trial4
flink,,tumbling_count,failure_jvm_kill_trial5,20.0,2001,386,386,386,True,4280.899,13532.385,22881.043,28232.366,1003.096,21232.0,704.628,1784568570710.0,experiments/results/flink_tumbling_count_latency_failure_jvm_kill_trial5
flink,,tumbling_count,failure_kraft_failover,20.0,2001,386,386,386,True,4306.946,13506.799,22938.01,27989.458,1001.931,22103.0,986.894,1784423280825.0,experiments/results/flink_tumbling_count_latency_failure_kraft_failover
flink,,tumbling_count,failure_kraft_failover_trial1,20.0,2001,386,386,386,True,4434.691,13584.694,23043.612,28105.967,1001.491,21916.0,785.378,1784530161186.0,experiments/results/flink_tumbling_count_latency_failure_kraft_failover_trial1
flink,,tumbling_count,failure_kraft_failover_trial2,20.0,2001,386,386,386,True,4304.516,13570.08,22868.505,28305.903,1003.206,21058.0,920.307,1784553769743.0,experiments/results/flink_tumbling_count_latency_failure_kraft_failover_trial2
flink,,tumbling_count,failure_kraft_failover_trial3,20.0,2001,386,386,386,True,3965.383,12822.478,22302.572,27451.236,1002.322,21889.0,551.92,1784566700905.0,experiments/results/flink_tumbling_count_latency_failure_kraft_failover_trial3
flink,,tumbling_count,failure_kraft_failover_trial4,20.0,2001,386,386,386,True,4491.138,13769.814,23063.44,28510.747,1002.96,21214.0,909.434,1784547684231.0,experiments/results/flink_tumbling_count_latency_failure_kraft_failover_trial4
flink,,tumbling_count,failure_kraft_failover_trial5,20.0,2001,386,386,386,True,4019.961,13169.875,22569.94,27949.582,1002.629,21062.0,729.905,1784552636068.0,experiments/results/flink_tumbling_count_latency_failure_kraft_failover_trial5
flink,,tumbling_count,failure_node_loss,20.0,5001,4871,4871,4871,True,15532.82,29759.111,31145.943,32043.528,1002.682,29602.0,1048.891,1784505256214.0,experiments/results/flink_tumbling_count_latency_failure_node_loss
flink,,tumbling_count,failure_node_loss_trial1,20.0,2001,386,386,386,True,4237.796,13254.836,22837.911,27938.738,1002.673,22173.0,751.025,1784557931333.0,experiments/results/flink_tumbling_count_latency_failure_node_loss_trial1
flink,,tumbling_count,failure_node_loss_trial2,20.0,2001,386,386,386,True,4456.742,13329.281,22756.545,27947.682,1002.943,21155.0,949.897,1784559431953.0,experiments/results/flink_tumbling_count_latency_failure_node_loss_trial2
flink,,tumbling_count,failure_node_loss_trial3,20.0,2001,386,386,386,True,4311.465,13461.561,22419.785,28511.5,1002.032,21088.0,1086.402,1784540105200.0,experiments/results/flink_tumbling_count_latency_failure_node_loss_trial3
flink,,tumbling_count,failure_node_loss_trial4,20.0,2001,386,386,386,True,4500.873,13346.743,22824.371,27899.942,1002.998,21209.0,1051.732,1784590569375.0,experiments/results/flink_tumbling_count_latency_failure_node_loss_trial4
flink,,tumbling_count,failure_node_loss_trial5,20.0,2001,386,386,386,True,4333.5,13483.971,22910.885,27999.122,1002.722,21206.0,1005.318,1784530562294.0,experiments/results/flink_tumbling_count_latency_failure_node_loss_trial5
flink,,tumbling_count,failure_s3_throttling,20.0,2001,386,386,386,True,6172.28,17707.351,26906.227,36107.371,1001.687,25912.0,899.637,1784419537521.0,experiments/results/flink_tumbling_count_latency_failure_s3_throttling
flink,,tumbling_count,failure_s3_throttling_trial1,20.0,2001,386,386,386,True,4326.708,13453.096,22326.784,28504.312,1002.22,21069.0,1085.88,1784530962354.0,experiments/results/flink_tumbling_count_latency_failure_s3_throttling_trial1
flink,,tumbling_count,failure_s3_throttling_trial2,20.0,2001,386,386,386,True,4220.212,13337.97,22880.429,27962.673,1002.255,21149.0,1030.989,1784587589923.0,experiments/results/flink_tumbling_count_latency_failure_s3_throttling_trial2
flink,,tumbling_count,failure_s3_throttling_trial3,20.0,2001,386,386,386,True,4362.488,13259.985,22690.744,27754.068,1002.953,21127.0,1003.488,1784574257598.0,experiments/results/flink_tumbling_count_latency_failure_s3_throttling_trial3
flink,,tumbling_count,failure_s3_throttling_trial4,20.0,2001,386,386,386,True,4514.865,13385.639,22851.519,27916.045,1002.998,21071.0,1128.542,1784571256246.0,experiments/results/flink_tumbling_count_latency_failure_s3_throttling_trial4
flink,,tumbling_count,failure_s3_throttling_trial5,20.0,2001,386,386,386,True,4384.799,13141.924,22721.997,27786.776,1003.073,21158.0,937.643,1784535142602.0,experiments/results/flink_tumbling_count_latency_failure_s3_throttling_trial5
flink,w1,identity,,20.0,100,100,100,100,True,1668.467,3288.828,3488.793,3537.435,,,,,experiments/results/flink_w1_latency
flink,w1,identity,rate10,10.0,100,100,100,100,True,1260.707,2060.664,2460.697,2560.045,,,,,experiments/results/flink_w1_latency_rate10
flink,w1,identity,rate40,40.0,100,100,100,100,True,1990.019,3114.001,3214.316,3238.524,,,,,experiments/results/flink_w1_latency_rate40
flink,w1,identity,repeat1,20.0,100,100,100,100,True,948.056,2447.962,2647.962,2697.092,,,,,experiments/results/flink_w1_latency_repeat1
flink,w1,identity,stability_100,100.0,180000,180000,180000,180000,True,1012.721,1702.92,1882.096,3647.895,,,,,experiments/results/flink_w1_latency_stability_100
flink,w2,filter_map,,20.0,100,56,56,56,True,1400.69,3200.614,3350.702,3350.702,,,,,experiments/results/flink_w2_latency
flink,w2,filter_map,rate10,10.0,100,56,56,56,True,1332.854,2332.809,2632.06,2632.06,,,,,experiments/results/flink_w2_latency_rate10
flink,w2,filter_map,rate40,40.0,100,56,56,56,True,2088.45,3213.16,3287.256,3287.256,,,,,experiments/results/flink_w2_latency_rate40
flink,w2,filter_map,repeat1,20.0,100,56,56,56,True,900.849,2611.81,2761.075,2761.075,,,,,experiments/results/flink_w2_latency_repeat1
flink,w2,filter_map,stability_100,100.0,180000,89906,89906,89906,True,1007.794,1688.498,1874.898,3455.767,,,,,experiments/results/flink_w2_latency_stability_100
flink,w3,tumbling_count,,20.0,101,71,71,71,True,2167.446,5068.23,5317.375,5317.375,,,,,experiments/results/flink_w3_latency
flink,w3,tumbling_count,rate10,10.0,101,71,71,71,True,4228.258,10028.509,10527.388,10527.388,,,,,experiments/results/flink_w3_latency_rate10
flink,w3,tumbling_count,rate40,40.0,101,71,71,71,True,2077.073,3527.95,3651.222,3651.222,,,,,experiments/results/flink_w3_latency_rate40
flink,w3,tumbling_count,repeat1,20.0,101,71,71,71,True,2509.091,5409.743,5658.188,5658.188,,,,,experiments/results/flink_w3_latency_repeat1
flink,w3,tumbling_count,stability_100,100.0,180001,29924,29924,29924,True,1789.284,4084.197,5506.696,7674.087,,,,,experiments/results/flink_w3_latency_stability_100
flink,w3,tumbling_count,tuning_checkpoint10s,20.0,101,71,71,71,True,4993.134,7893.233,8142.178,8142.178,,,,,experiments/results/flink_w3_latency_tuning_checkpoint10s
flink,w3,tumbling_count,tuning_control,20.0,101,71,71,71,True,2293.651,5194.313,5442.462,5442.462,,,,,experiments/results/flink_w3_latency_tuning_control
flink,w4,sliding_sum,,20.0,101,710,710,710,True,2638.442,5538.424,5786.186,5791.384,,,,,experiments/results/flink_w4_latency
